"","Network","remove_strategy","remove_ratio","remove_number","measure","Run","value"
"804","TW","node_rand",0.4,"94","Eff","run4",0.112136942071721
"805","TW","edge_rand",0.4,"257","Eigen","run4",0.0083442885969391
"806","TW","node_rand",0.4,"94","Eigen","run4",0.0117233688561383
"807","TW","edge_rand",0.4,"257","Pcr","run4",0.766431643055161
"808","TW","node_rand",0.4,"94","Pcr","run4",0.792365481107754
"809","TW","edge_rand",0.5,"321","Eff","run4",0.11479406713293
"810","TW","node_rand",0.5,"117","Eff","run4",0.0616892540016563
"811","TW","edge_rand",0.5,"321","Eigen","run4",0.00797241079344767
"812","TW","node_rand",0.5,"117","Eigen","run4",0.00810561645657396
"813","TW","edge_rand",0.5,"321","Pcr","run4",0.690363813620959
"814","TW","node_rand",0.5,"117","Pcr","run4",0.0854700854700853
"815","TW","edge_rand",0.6,"385","Eff","run4",0.117504536147295
"816","TW","node_rand",0.6,"140","Eff","run4",0.0442973704187872
"817","TW","edge_rand",0.6,"385","Eigen","run4",0.00756954595453587
"818","TW","node_rand",0.6,"140","Eigen","run4",0.00718205250014305
"819","TW","edge_rand",0.6,"385","Pcr","run4",0.54042649385879
"820","TW","node_rand",0.6,"140","Pcr","run4",-7.29183841714757
"821","TW","edge_rand",0.7,"449","Eff","run4",0.0895643472896758
"822","TW","node_rand",0.7,"164","Eff","run4",0.013884367964909
"823","TW","edge_rand",0.7,"449","Eigen","run4",0.00799643125044502
"824","TW","node_rand",0.7,"164","Eigen","run4",0.0061212370188181
"825","TW","edge_rand",0.7,"449","Pcr","run4",0.258660508083141
"826","TW","node_rand",0.7,"164","Pcr","run4",2.66926677067083
"827","TW","edge_rand",0.8,"514","Eff","run4",0.0758179472280608
"828","TW","node_rand",0.8,"187","Eff","run4",0.0162246678677827
"829","TW","edge_rand",0.8,"514","Eigen","run4",0.00813992174960359
"830","TW","node_rand",0.8,"187","Eigen","run4",0.00694065999949583
"831","TW","edge_rand",0.8,"514","Pcr","run4",-1.24529667149059
"832","TW","node_rand",0.8,"187","Pcr","run4",2.25255292652553
"833","TW","edge_rand",0.9,"578","Eff","run4",0.0455531930178764
"834","TW","node_rand",0.9,"211","Eff","run4",0.113890050375027
"835","TW","edge_rand",0.9,"578","Eigen","run4",0.0089806973432263
"836","TW","node_rand",0.9,"211","Eigen","run4",0.0259670009222259
"837","TW","edge_rand",0.9,"578","Pcr","run4",3.77922077922078
"838","TW","node_rand",0.9,"211","Pcr","run4",5.8160469667319
"839","CW","edge_rand",0,"0","Eff","run4",0.328023480573893
"840","CW","node_rand",0,"0","Eff","run4",0.328023480573893
"841","CW","edge_rand",0,"0","Eigen","run4",2.29116766171367
"842","CW","node_rand",0,"0","Eigen","run4",2.29116766171367
"843","CW","edge_rand",0,"0","Pcr","run4",0.986935858009626
"844","CW","node_rand",0,"0","Pcr","run4",0.986935858009626
"845","CW","edge_rand",0.1,"692","Eff","run4",0.317188370932214
"846","CW","node_rand",0.1,"35","Eff","run4",0.320269935039519
"847","CW","edge_rand",0.1,"692","Eigen","run4",1.41786096928005
"848","CW","node_rand",0.1,"35","Eigen","run4",1.99619816821537
"849","CW","edge_rand",0.1,"692","Pcr","run4",0.983967632994295
"850","CW","node_rand",0.1,"35","Pcr","run4",0.984404249049058
"851","CW","edge_rand",0.2,"1383","Eff","run4",0.324737515449887
"852","CW","node_rand",0.2,"71","Eff","run4",0.312253735796836
"853","CW","edge_rand",0.2,"1383","Eigen","run4",0.763629815708584
"854","CW","node_rand",0.2,"71","Eigen","run4",0.993987517468842
"855","CW","edge_rand",0.2,"1383","Pcr","run4",0.980236772033536
"856","CW","node_rand",0.2,"71","Pcr","run4",0.976270348685094
"857","CW","edge_rand",0.3,"2075","Eff","run4",0.312167172662871
"858","CW","node_rand",0.3,"106","Eff","run4",0.315031697831834
"859","CW","edge_rand",0.3,"2075","Eigen","run4",0.316783326749644
"860","CW","node_rand",0.3,"106","Eigen","run4",0.873733297800717
"861","CW","edge_rand",0.3,"2075","Pcr","run4",0.97448253513126
"862","CW","node_rand",0.3,"106","Pcr","run4",0.973064764087248
"863","CW","edge_rand",0.4,"2766","Eff","run4",0.293834452298789
"864","CW","node_rand",0.4,"142","Eff","run4",0.289670976134681
"865","CW","edge_rand",0.4,"2766","Eigen","run4",0.0901581401315934
"866","CW","node_rand",0.4,"142","Eigen","run4",0.459914138082921
"867","CW","edge_rand",0.4,"2766","Pcr","run4",0.964050092185799
"868","CW","node_rand",0.4,"142","Pcr","run4",0.955675437226016
"869","CW","edge_rand",0.5,"3458","Eff","run4",0.280441866231338
"870","CW","node_rand",0.5,"177","Eff","run4",0.287032283282723
"871","CW","edge_rand",0.5,"3458","Eigen","run4",0.0445478792935408
"872","CW","node_rand",0.5,"177","Eigen","run4",0.288291627724566
"873","CW","edge_rand",0.5,"3458","Pcr","run4",0.949842201041848
"874","CW","node_rand",0.5,"177","Pcr","run4",0.942740760365611
"875","CW","edge_rand",0.6,"4150","Eff","run4",0.278281907488197
"876","CW","node_rand",0.6,"212","Eff","run4",0.2417526147821
"877","CW","edge_rand",0.6,"4150","Eigen","run4",0.0267679609260719
"878","CW","node_rand",0.6,"212","Eigen","run4",0.105044465114745
"879","CW","edge_rand",0.6,"4150","Pcr","run4",0.921649968191655
"880","CW","node_rand",0.6,"212","Pcr","run4",0.859652713091441
"881","CW","edge_rand",0.7,"4841","Eff","run4",0.259616832129851
"882","CW","node_rand",0.7,"248","Eff","run4",0.185876326779638
"883","CW","edge_rand",0.7,"4841","Eigen","run4",0.0191798912131025
"884","CW","node_rand",0.7,"248","Eigen","run4",0.0502330219386144
"885","CW","edge_rand",0.7,"4841","Pcr","run4",0.860436203858723
"886","CW","node_rand",0.7,"248","Pcr","run4",0.596010673179613
"887","CW","edge_rand",0.8,"5533","Eff","run4",0.23661158284004
"888","CW","node_rand",0.8,"283","Eff","run4",0.251220483408556
"889","CW","edge_rand",0.8,"5533","Eigen","run4",0.0138794212687971
"890","CW","node_rand",0.8,"283","Eigen","run4",0.101347602215595
"891","CW","edge_rand",0.8,"5533","Pcr","run4",0.65163398108525
"892","CW","node_rand",0.8,"283","Pcr","run4",0.685098490892254
"893","CW","edge_rand",0.9,"6224","Eff","run4",0.18968149049557
"894","CW","node_rand",0.9,"319","Eff","run4",0.156272124438163
"895","CW","edge_rand",0.9,"6224","Eigen","run4",0.00878340835503328
"896","CW","node_rand",0.9,"319","Eigen","run4",0.0411111274273491
"897","CW","edge_rand",0.9,"6224","Pcr","run4",-4.34434999702788
"898","CW","node_rand",0.9,"319","Pcr","run4",3.40105540897098
"899","IW","edge_rand",0,"0","Eff","run5",0.373645411937662
"900","IW","node_rand",0,"0","Eff","run5",0.373645411937662
"901","IW","edge_rand",0,"0","Eigen","run5",2.14453030934286
"902","IW","node_rand",0,"0","Eigen","run5",2.14453030934286
"903","IW","edge_rand",0,"0","Pcr","run5",0.986757824967231
"904","IW","node_rand",0,"0","Pcr","run5",0.986757824967231
"905","IW","edge_rand",0.1,"660","Eff","run5",0.36697011013361
"906","IW","node_rand",0.1,"30","Eff","run5",0.368891667341508
"907","IW","edge_rand",0.1,"660","Eigen","run5",1.32294449964862
"908","IW","node_rand",0.1,"30","Eigen","run5",2.06200129182668
"909","IW","edge_rand",0.1,"660","Pcr","run5",0.983974772379328
"910","IW","node_rand",0.1,"30","Pcr","run5",0.985232307422304
"911","IW","edge_rand",0.2,"1319","Eff","run5",0.36092630320305
"912","IW","node_rand",0.2,"61","Eff","run5",0.353991656733523
"913","IW","edge_rand",0.2,"1319","Eigen","run5",0.677826482326714
"914","IW","node_rand",0.2,"61","Eigen","run5",1.72950653793469
"915","IW","edge_rand",0.2,"1319","Pcr","run5",0.979612956233629
"916","IW","node_rand",0.2,"61","Pcr","run5",0.980972186568908
"917","IW","edge_rand",0.3,"1979","Eff","run5",0.357662314118643
"918","IW","node_rand",0.3,"92","Eff","run5",0.332633849740643
"919","IW","edge_rand",0.3,"1979","Eigen","run5",0.236919639746284
"920","IW","node_rand",0.3,"92","Eigen","run5",1.00659843622734
"921","IW","edge_rand",0.3,"1979","Pcr","run5",0.973809344887899
"922","IW","node_rand",0.3,"92","Pcr","run5",0.968717149813702
"923","IW","edge_rand",0.4,"2639","Eff","run5",0.339079909987022
"924","IW","node_rand",0.4,"122","Eff","run5",0.336871746456552
"925","IW","edge_rand",0.4,"2639","Eigen","run5",0.101132253381626
"926","IW","node_rand",0.4,"122","Eigen","run5",0.531472786933179
"927","IW","edge_rand",0.4,"2639","Pcr","run5",0.964191355631613
"928","IW","node_rand",0.4,"122","Pcr","run5",0.960981735880006
"929","IW","edge_rand",0.5,"3298","Eff","run5",0.324237188516653
"930","IW","node_rand",0.5,"152","Eff","run5",0.332989586445949
"931","IW","edge_rand",0.5,"3298","Eigen","run5",0.0496304882088926
"932","IW","node_rand",0.5,"152","Eigen","run5",0.537639446516313
"933","IW","edge_rand",0.5,"3298","Pcr","run5",0.947585541386202
"934","IW","node_rand",0.5,"152","Pcr","run5",0.949380811497998
"935","IW","edge_rand",0.6,"3958","Eff","run5",0.321181383429439
"936","IW","node_rand",0.6,"183","Eff","run5",0.322943975042505
"937","IW","edge_rand",0.6,"3958","Eigen","run5",0.0331726829942769
"938","IW","node_rand",0.6,"183","Eigen","run5",0.258910507975722
"939","IW","edge_rand",0.6,"3958","Pcr","run5",0.920694643423073
"940","IW","node_rand",0.6,"183","Pcr","run5",0.921790623647756
"941","IW","edge_rand",0.7,"4618","Eff","run5",0.316000398019733
"942","IW","node_rand",0.7,"214","Eff","run5",0.297232470312339
"943","IW","edge_rand",0.7,"4618","Eigen","run5",0.0239559218973626
"944","IW","node_rand",0.7,"214","Eigen","run5",0.158685587997611
"945","IW","edge_rand",0.7,"4618","Pcr","run5",0.854445718233982
"946","IW","node_rand",0.7,"214","Pcr","run5",0.839607969599823
"947","IW","edge_rand",0.8,"5278","Eff","run5",0.253294298352372
"948","IW","node_rand",0.8,"244","Eff","run5",0.253002761521301
"949","IW","edge_rand",0.8,"5278","Eigen","run5",0.0157937364168529
"950","IW","node_rand",0.8,"244","Eigen","run5",0.0909380967962038
"951","IW","edge_rand",0.8,"5278","Pcr","run5",0.628113191830924
"952","IW","node_rand",0.8,"244","Pcr","run5",0.536336800674726
"953","IW","edge_rand",0.9,"5937","Eff","run5",0.219929440025317
"954","IW","node_rand",0.9,"274","Eff","run5",0.225372491313819
"955","IW","edge_rand",0.9,"5937","Eigen","run5",0.0105755693176104
"956","IW","node_rand",0.9,"274","Eigen","run5",0.0571547871464208
"957","IW","edge_rand",0.9,"5937","Pcr","run5",-7.80296107166995
"958","IW","node_rand",0.9,"274","Pcr","run5",5.57643162440978
"959","TW","edge_rand",0,"0","Eff","run5",0.167628704367863
"960","TW","node_rand",0,"0","Eff","run5",0.167628704367863
"961","TW","edge_rand",0,"0","Eigen","run5",0.0106883084538406
"962","TW","node_rand",0,"0","Eigen","run5",0.0106883084538406
"963","TW","edge_rand",0,"0","Pcr","run5",0.90765247410817
"964","TW","node_rand",0,"0","Pcr","run5",0.90765247410817
"965","TW","edge_rand",0.1,"64","Eff","run5",0.156347210408586
"966","TW","node_rand",0.1,"23","Eff","run5",0.143394202748046
"967","TW","edge_rand",0.1,"64","Eigen","run5",0.00979046334740682
"968","TW","node_rand",0.1,"23","Eigen","run5",0.00965791112576573
"969","TW","edge_rand",0.1,"64","Pcr","run5",0.885121320474639
"970","TW","node_rand",0.1,"23","Pcr","run5",0.860341830643515
"971","TW","edge_rand",0.2,"128","Eff","run5",0.158054620079022
"972","TW","node_rand",0.2,"47","Eff","run5",0.137441223144124
"973","TW","edge_rand",0.2,"128","Eigen","run5",0.00936306306871452
"974","TW","node_rand",0.2,"47","Eigen","run5",0.0114981539065754
"975","TW","edge_rand",0.2,"128","Pcr","run5",0.861001216386976
"976","TW","node_rand",0.2,"47","Pcr","run5",0.879733368595677
"977","TW","edge_rand",0.3,"193","Eff","run5",0.13414322152754
"978","TW","node_rand",0.3,"70","Eff","run5",0.138300795498469
"979","TW","edge_rand",0.3,"193","Eigen","run5",0.00833471046825296
"980","TW","node_rand",0.3,"70","Eigen","run5",0.00995762622446073
"981","TW","edge_rand",0.3,"193","Pcr","run5",0.814682384490754
"982","TW","node_rand",0.3,"70","Pcr","run5",0.765535855056585
"983","TW","edge_rand",0.4,"257","Eff","run5",0.149553362442855
"984","TW","node_rand",0.4,"94","Eff","run5",0.0868998818464066
"985","TW","edge_rand",0.4,"257","Eigen","run5",0.0082804505823881
"986","TW","node_rand",0.4,"94","Eigen","run5",0.00929971361049292
"987","TW","edge_rand",0.4,"257","Pcr","run5",0.766679684957365
"988","TW","node_rand",0.4,"94","Pcr","run5",0.585156466352811
"989","TW","edge_rand",0.5,"321","Eff","run5",0.121133804761039
"990","TW","node_rand",0.5,"117","Eff","run5",0.0956577259078118
"991","TW","edge_rand",0.5,"321","Eigen","run5",0.00768767365682824
"992","TW","node_rand",0.5,"117","Eigen","run5",0.0099627196144601
"993","TW","edge_rand",0.5,"321","Pcr","run5",0.681312996723779
"994","TW","node_rand",0.5,"117","Pcr","run5",0.490476190476191
"995","TW","edge_rand",0.6,"385","Eff","run5",0.0921178040922088
"996","TW","node_rand",0.6,"140","Eff","run5",0.0968408389885778
"997","TW","edge_rand",0.6,"385","Eigen","run5",0.00801697645417468
"998","TW","node_rand",0.6,"140","Eigen","run5",0.01257222283318
"999","TW","edge_rand",0.6,"385","Pcr","run5",0.561052761645867
"1000","TW","node_rand",0.6,"140","Pcr","run5",0.505092752054323
"1001","TW","edge_rand",0.7,"449","Eff","run5",0.0897545782308537
"1002","TW","node_rand",0.7,"164","Eff","run5",0.0647323915931066
"1003","TW","edge_rand",0.7,"449","Eigen","run5",0.00681418935485062
"1004","TW","node_rand",0.7,"164","Eigen","run5",0.00958859302688285
"1005","TW","edge_rand",0.7,"449","Pcr","run5",-0.258823529411765
"1006","TW","node_rand",0.7,"164","Pcr","run5",-2.10016556291391
"1007","TW","edge_rand",0.8,"514","Eff","run5",0.0615535186731725
"1008","TW","node_rand",0.8,"187","Eff","run5",0.0413704075273106
"1009","TW","edge_rand",0.8,"514","Eigen","run5",0.00681129566724361
"1010","TW","node_rand",0.8,"187","Eigen","run5",0.0102821155363966
"1011","TW","edge_rand",0.8,"514","Pcr","run5",-13.7867247007617
"1012","TW","node_rand",0.8,"187","Pcr","run5",5.78496669838249
"1013","TW","edge_rand",0.9,"578","Eff","run5",0.028791195983008
"1014","TW","node_rand",0.9,"211","Eff","run5",0.0260005095537502
"1015","TW","edge_rand",0.9,"578","Eigen","run5",0.00723773431263724
"1016","TW","node_rand",0.9,"211","Eigen","run5",0.0109463130918085
"1017","TW","edge_rand",0.9,"578","Pcr","run5",3.04548450889914
"1018","TW","node_rand",0.9,"211","Pcr","run5",2.31183368869936
"1019","CW","edge_rand",0,"0","Eff","run5",0.328023480573893
"1020","CW","node_rand",0,"0","Eff","run5",0.328023480573893
"1021","CW","edge_rand",0,"0","Eigen","run5",2.29116766171367
"1022","CW","node_rand",0,"0","Eigen","run5",2.29116766171367
"1023","CW","edge_rand",0,"0","Pcr","run5",0.986935858009626
"1024","CW","node_rand",0,"0","Pcr","run5",0.986935858009626
"1025","CW","edge_rand",0.1,"692","Eff","run5",0.327204905048578
"1026","CW","node_rand",0.1,"35","Eff","run5",0.327351151949818
"1027","CW","edge_rand",0.1,"692","Eigen","run5",1.42839082069605
"1028","CW","node_rand",0.1,"35","Eigen","run5",1.649867954154
"1029","CW","edge_rand",0.1,"692","Pcr","run5",0.9841574180111
"1030","CW","node_rand",0.1,"35","Pcr","run5",0.983235774206364
"1031","CW","edge_rand",0.2,"1383","Eff","run5",0.319002512681349
"1032","CW","node_rand",0.2,"71","Eff","run5",0.319488318207134
"1033","CW","edge_rand",0.2,"1383","Eigen","run5",0.692071115414954
"1034","CW","node_rand",0.2,"71","Eigen","run5",1.36118415933263
"1035","CW","edge_rand",0.2,"1383","Pcr","run5",0.979893322470589
"1036","CW","node_rand",0.2,"71","Pcr","run5",0.979615490664014
"1037","CW","edge_rand",0.3,"2075","Eff","run5",0.300032118996464
"1038","CW","node_rand",0.3,"106","Eff","run5",0.299984048352857
"1039","CW","edge_rand",0.3,"2075","Eigen","run5",0.268453456833251
"1040","CW","node_rand",0.3,"106","Eigen","run5",1.00039556608554
"1041","CW","edge_rand",0.3,"2075","Pcr","run5",0.973513988207251
"1042","CW","node_rand",0.3,"106","Pcr","run5",0.972340050844167
"1043","CW","edge_rand",0.4,"2766","Eff","run5",0.301549852934881
"1044","CW","node_rand",0.4,"142","Eff","run5",0.285640552112905
"1045","CW","edge_rand",0.4,"2766","Eigen","run5",0.0868182814056769
"1046","CW","node_rand",0.4,"142","Eigen","run5",0.405795143511015
"1047","CW","edge_rand",0.4,"2766","Pcr","run5",0.963686264013223
"1048","CW","node_rand",0.4,"142","Pcr","run5",0.953286316932563
"1049","CW","edge_rand",0.5,"3458","Eff","run5",0.293022029024113
"1050","CW","node_rand",0.5,"177","Eff","run5",0.299495539089714
"1051","CW","edge_rand",0.5,"3458","Eigen","run5",0.0434710178986223
"1052","CW","node_rand",0.5,"177","Eigen","run5",0.696633726439032
"1053","CW","edge_rand",0.5,"3458","Pcr","run5",0.94923652225766
"1054","CW","node_rand",0.5,"177","Pcr","run5",0.953748411689962
"1055","CW","edge_rand",0.6,"4150","Eff","run5",0.28329776843675
"1056","CW","node_rand",0.6,"212","Eff","run5",0.250166273152061
"1057","CW","edge_rand",0.6,"4150","Eigen","run5",0.0280940514568984
"1058","CW","node_rand",0.6,"212","Eigen","run5",0.140486159224205
"1059","CW","edge_rand",0.6,"4150","Pcr","run5",0.924398155214183
"1060","CW","node_rand",0.6,"212","Pcr","run5",0.887841569901899
"1061","CW","edge_rand",0.7,"4841","Eff","run5",0.250721287481451
"1062","CW","node_rand",0.7,"248","Eff","run5",0.26281332027104
"1063","CW","edge_rand",0.7,"4841","Eigen","run5",0.0191571024546623
"1064","CW","node_rand",0.7,"248","Eigen","run5",0.238926171276354
"1065","CW","edge_rand",0.7,"4841","Pcr","run5",0.861099234530222
"1066","CW","node_rand",0.7,"248","Pcr","run5",0.871214003054622
"1067","CW","edge_rand",0.8,"5533","Eff","run5",0.238541290991132
"1068","CW","node_rand",0.8,"283","Eff","run5",0.236625002313009
"1069","CW","edge_rand",0.8,"5533","Eigen","run5",0.0140355513647282
"1070","CW","node_rand",0.8,"283","Eigen","run5",0.0775443101599366
"1071","CW","edge_rand",0.8,"5533","Pcr","run5",0.655418468713724
"1072","CW","node_rand",0.8,"283","Pcr","run5",0.535134971381182
"1073","CW","edge_rand",0.9,"6224","Eff","run5",0.191325766622811
"1074","CW","node_rand",0.9,"319","Eff","run5",0.126362214077674
"1075","CW","edge_rand",0.9,"6224","Eigen","run5",0.00885372869890097
"1076","CW","node_rand",0.9,"319","Eigen","run5",0.036559386868116
"1077","CW","edge_rand",0.9,"6224","Pcr","run5",-4.96004551776457
"1078","CW","node_rand",0.9,"319","Pcr","run5",3.06092701699418
"1079","IW","edge_rand",0,"0","Eff","run6",0.373645411937662
"1080","IW","node_rand",0,"0","Eff","run6",0.373645411937662
"1081","IW","edge_rand",0,"0","Eigen","run6",2.14453030934286
"1082","IW","node_rand",0,"0","Eigen","run6",2.14453030934286
"1083","IW","edge_rand",0,"0","Pcr","run6",0.986757824967231
"1084","IW","node_rand",0,"0","Pcr","run6",0.986757824967231
"1085","IW","edge_rand",0.1,"660","Eff","run6",0.366796081229673
"1086","IW","node_rand",0.1,"30","Eff","run6",0.371159090456998
"1087","IW","edge_rand",0.1,"660","Eigen","run6",1.31134489060273
"1088","IW","node_rand",0.1,"30","Eigen","run6",1.99284871852264
"1089","IW","edge_rand",0.1,"660","Pcr","run6",0.983692466583173
"1090","IW","node_rand",0.1,"30","Pcr","run6",0.985380003264603
"1091","IW","edge_rand",0.2,"1319","Eff","run6",0.363279116707112
"1092","IW","node_rand",0.2,"61","Eff","run6",0.356138901114369
"1093","IW","edge_rand",0.2,"1319","Eigen","run6",0.654332202458145
"1094","IW","node_rand",0.2,"61","Eigen","run6",1.23153442468068
"1095","IW","edge_rand",0.2,"1319","Pcr","run6",0.979834369641069
"1096","IW","node_rand",0.2,"61","Pcr","run6",0.977357849459044
"1097","IW","edge_rand",0.3,"1979","Eff","run6",0.345613545448487
"1098","IW","node_rand",0.3,"92","Eff","run6",0.361495317488485
"1099","IW","edge_rand",0.3,"1979","Eigen","run6",0.274319238309432
"1100","IW","node_rand",0.3,"92","Eigen","run6",1.12234693975044
"1101","IW","edge_rand",0.3,"1979","Pcr","run6",0.973628638382302
"1102","IW","node_rand",0.3,"92","Pcr","run6",0.975681520422742
"1103","IW","edge_rand",0.4,"2639","Eff","run6",0.345932666755639
"1104","IW","node_rand",0.4,"122","Eff","run6",0.33623011720212
"1105","IW","edge_rand",0.4,"2639","Eigen","run6",0.10096872661985
"1106","IW","node_rand",0.4,"122","Eigen","run6",0.88251547844144
"1107","IW","edge_rand",0.4,"2639","Pcr","run6",0.964111187157986
"1108","IW","node_rand",0.4,"122","Pcr","run6",0.962008258323111
"1109","IW","edge_rand",0.5,"3298","Eff","run6",0.325096970480718
"1110","IW","node_rand",0.5,"152","Eff","run6",0.297804575899429
"1111","IW","edge_rand",0.5,"3298","Eigen","run6",0.0505491371813169
"1112","IW","node_rand",0.5,"152","Eigen","run6",0.413708773248472
"1113","IW","edge_rand",0.5,"3298","Pcr","run6",0.948346993360758
"1114","IW","node_rand",0.5,"152","Pcr","run6",0.943221538554486
"1115","IW","edge_rand",0.6,"3958","Eff","run6",0.311048578570432
"1116","IW","node_rand",0.6,"183","Eff","run6",0.336658865982889
"1117","IW","edge_rand",0.6,"3958","Eigen","run6",0.031463616575173
"1118","IW","node_rand",0.6,"183","Eigen","run6",0.265786776907495
"1119","IW","edge_rand",0.6,"3958","Pcr","run6",0.918389939905674
"1120","IW","node_rand",0.6,"183","Pcr","run6",0.926828456709333
"1121","IW","edge_rand",0.7,"4618","Eff","run6",0.307490823347328
"1122","IW","node_rand",0.7,"214","Eff","run6",0.268520409206985
"1123","IW","edge_rand",0.7,"4618","Eigen","run6",0.0242154582808445
"1124","IW","node_rand",0.7,"214","Eigen","run6",0.0870721261684253
"1125","IW","edge_rand",0.7,"4618","Pcr","run6",0.859559849404606
"1126","IW","node_rand",0.7,"214","Pcr","run6",0.775379514096238
"1127","IW","edge_rand",0.8,"5278","Eff","run6",0.270744283637144
"1128","IW","node_rand",0.8,"244","Eff","run6",0.254448362015178
"1129","IW","edge_rand",0.8,"5278","Eigen","run6",0.016462026340414
"1130","IW","node_rand",0.8,"244","Eigen","run6",0.127586177815062
"1131","IW","edge_rand",0.8,"5278","Pcr","run6",0.627960508685192
"1132","IW","node_rand",0.8,"244","Pcr","run6",0.668292437650845
"1133","IW","edge_rand",0.9,"5937","Eff","run6",0.218610044206474
"1134","IW","node_rand",0.9,"274","Eff","run6",0.165978529574043
"1135","IW","edge_rand",0.9,"5937","Eigen","run6",0.0100622367442366
"1136","IW","node_rand",0.9,"274","Eigen","run6",0.038272308711861
"1137","IW","edge_rand",0.9,"5937","Pcr","run6",-11.0387846401429
"1138","IW","node_rand",0.9,"274","Pcr","run6",2.64537540630129
"1139","TW","edge_rand",0,"0","Eff","run6",0.167628704367863
"1140","TW","node_rand",0,"0","Eff","run6",0.167628704367863
"1141","TW","edge_rand",0,"0","Eigen","run6",0.0106883084538406
"1142","TW","node_rand",0,"0","Eigen","run6",0.0106883084538406
"1143","TW","edge_rand",0,"0","Pcr","run6",0.90765247410817
"1144","TW","node_rand",0,"0","Pcr","run6",0.90765247410817
"1145","TW","edge_rand",0.1,"64","Eff","run6",0.16571192687598
"1146","TW","node_rand",0.1,"23","Eff","run6",0.159265365264247
"1147","TW","edge_rand",0.1,"64","Eigen","run6",0.00996885558376145
"1148","TW","node_rand",0.1,"23","Eigen","run6",0.0102128627857311
"1149","TW","edge_rand",0.1,"64","Pcr","run6",0.88826600714482
"1150","TW","node_rand",0.1,"23","Pcr","run6",0.879096692657013
"1151","TW","edge_rand",0.2,"128","Eff","run6",0.153061563422396
"1152","TW","node_rand",0.2,"47","Eff","run6",0.132308571219743
"1153","TW","edge_rand",0.2,"128","Eigen","run6",0.00895021270822108
"1154","TW","node_rand",0.2,"47","Eigen","run6",0.0107945438484582
"1155","TW","edge_rand",0.2,"128","Pcr","run6",0.854877210749033
"1156","TW","node_rand",0.2,"47","Pcr","run6",0.858505643085452
"1157","TW","edge_rand",0.3,"193","Eff","run6",0.158172302333357
"1158","TW","node_rand",0.3,"70","Eff","run6",0.132296387490686
"1159","TW","edge_rand",0.3,"193","Eigen","run6",0.0090947054036792
"1160","TW","node_rand",0.3,"70","Eigen","run6",0.0106299706771252
"1161","TW","edge_rand",0.3,"193","Pcr","run6",0.829668689682619
"1162","TW","node_rand",0.3,"70","Pcr","run6",0.811819712389143
"1163","TW","edge_rand",0.4,"257","Eff","run6",0.14213969600546
"1164","TW","node_rand",0.4,"94","Eff","run6",0.109112143416215
"1165","TW","edge_rand",0.4,"257","Eigen","run6",0.00816787771255348
"1166","TW","node_rand",0.4,"94","Eigen","run6",0.00972900994037172
"1167","TW","edge_rand",0.4,"257","Pcr","run6",0.746102973134889
"1168","TW","node_rand",0.4,"94","Pcr","run6",0.615858036721715
"1169","TW","edge_rand",0.5,"321","Eff","run6",0.137718977071977
"1170","TW","node_rand",0.5,"117","Eff","run6",0.106556287389881
"1171","TW","edge_rand",0.5,"321","Eigen","run6",0.00792611482528476
"1172","TW","node_rand",0.5,"117","Eigen","run6",0.0110086216537654
"1173","TW","edge_rand",0.5,"321","Pcr","run6",0.657039525556203
"1174","TW","node_rand",0.5,"117","Pcr","run6",0.664576802507837
"1175","TW","edge_rand",0.6,"385","Eff","run6",0.117997844853914
"1176","TW","node_rand",0.6,"140","Eff","run6",0.0383722052943347
"1177","TW","edge_rand",0.6,"385","Eigen","run6",0.00697999013038519
"1178","TW","node_rand",0.6,"140","Eigen","run6",0.00661068148282765
"1179","TW","edge_rand",0.6,"385","Pcr","run6",0.421129414625251
"1180","TW","node_rand",0.6,"140","Pcr","run6",7.63019116677653
"1181","TW","edge_rand",0.7,"449","Eff","run6",0.0996098045642238
"1182","TW","node_rand",0.7,"164","Eff","run6",0.0593175855940022
"1183","TW","edge_rand",0.7,"449","Eigen","run6",0.00765504117270616
"1184","TW","node_rand",0.7,"164","Eigen","run6",0.00957221612122366
"1185","TW","edge_rand",0.7,"449","Pcr","run6",0.152166882276843
"1186","TW","node_rand",0.7,"164","Pcr","run6",-31.2844827586205
"1187","TW","edge_rand",0.8,"514","Eff","run6",0.0793087162364115
"1188","TW","node_rand",0.8,"187","Eff","run6",0.0681066548734524
"1189","TW","edge_rand",0.8,"514","Eigen","run6",0.00843207024900888
"1190","TW","node_rand",0.8,"187","Eigen","run6",0.012884096465639
"1191","TW","edge_rand",0.8,"514","Pcr","run6",-0.989236790606654
"1192","TW","node_rand",0.8,"187","Pcr","run6",-3.76682464454977
"1193","TW","edge_rand",0.9,"578","Eff","run6",0.0365237459803766
"1194","TW","node_rand",0.9,"211","Eff","run6",0.0347960134808469
"1195","TW","edge_rand",0.9,"578","Eigen","run6",0.00853927841760212
"1196","TW","node_rand",0.9,"211","Eigen","run6",0.0156084719391878
"1197","TW","edge_rand",0.9,"578","Pcr","run6",3.79647174126103
"1198","TW","node_rand",0.9,"211","Pcr","run6",2.85037593984962
"1199","CW","edge_rand",0,"0","Eff","run6",0.328023480573893
"1200","CW","node_rand",0,"0","Eff","run6",0.328023480573893
"1201","CW","edge_rand",0,"0","Eigen","run6",2.29116766171367
"1202","CW","node_rand",0,"0","Eigen","run6",2.29116766171367
